id_anggota,nama,tujuan_pinjaman,jumlah_pinjaman,tenor,cicilan,simp_wajib,simp_sukarela,simp_pensiun,simp_hari_raya,total_simpanan,rasio_simpanan,week_past_due,label_risiko
PMB-240-25-06-000376,"Endang Sri Q.","JUAL SAYURAN",3200000,25,143400,687000,147000,98000,49000,981000,0.3066,0,Lancar
PMB-240-25-06-000377,"Ratna Sari Q.","JUAL IKAN DAN LAINNYA",6700000,50,150100,1520000,326000,217000,109000,2172000,0.3242,0,Lancar
PMB-240-25-06-000378,"Endang Sri W.","ALAT USAHA",6500000,50,145600,1611000,345000,230000,115000,2301000,0.354,0,Lancar
PMB-240-25-06-000379,"Erna Q.","TOILET DAN SEPTITANK",2400000,50,53800,323000,69000,46000,23000,461000,0.1921,0,Lancar
PMB-240-25-06-000380,"Fitriani K.","ALAT USAHA",13200000,50,295700,2754000,590000,393000,197000,3934000,0.298,0,Lancar
PMB-240-25-06-000381,"Rosita T.",PERTANIAN,6000000,50,134400,949000,203000,136000,68000,1356000,0.226,0,Lancar
PMB-240-25-06-000382,"Sri Mulyani F.","JUAL SAYURAN",12100000,50,271000,2058000,441000,294000,147000,2940000,0.243,0,Lancar
PMB-240-25-06-000383,"Yulianti K.","ALAT USAHA",12400000,25,555500,2639000,566000,377000,189000,3771000,0.3041,0,Lancar
PMB-240-25-06-000384,"Yeni O.","SEPEDA LISTRIK",9000000,25,403200,2381000,510000,340000,170000,3401000,0.3779,0,Lancar
PMB-240-25-06-000385,"Diana D.","RENOVASI RUMAH",11500000,50,257600,1852000,397000,265000,132000,2646000,0.2301,0,Lancar
PMB-240-25-06-000386,"Fitriani O.","WARUNG MAKAN/WARUNG KOPI",7200000,25,322600,1406000,301000,201000,100000,2008000,0.2789,0,Lancar
PMB-240-25-06-000387,"Ika Pertiwi A.",WARUNGAN,5600000,50,125400,1231000,264000,176000,88000,1759000,0.3141,0,Lancar
PMB-240-25-06-000388,"Ratna Sari O.",AIR,7200000,25,322600,877000,188000,125000,63000,1253000,0.174,0,Lancar
PMB-240-25-06-000389,"Kiki Y.","JUAL KUE",13400000,25,600300,2776000,595000,397000,198000,3966000,0.296,0,Lancar
PMB-240-25-06-000390,"Erna N.","JUAL ALAT RUMAH TANGGA",15000000,50,336000,2720000,583000,389000,194000,3886000,0.2591,0,Lancar
PMB-240-25-06-000391,"Neneng Q.",ETALASE,4600000,50,103000,670000,144000,96000,48000,958000,0.2083,0,Lancar
PMB-240-25-06-000392,"Susi E.",PERTANIAN,13500000,25,604800,1833000,393000,262000,131000,2619000,0.194,0,Lancar
PMB-240-25-06-000393,"Mega Utami F.","SEPEDA LISTRIK",7500000,25,336000,1418000,304000,203000,101000,2026000,0.2701,0,Lancar
PMB-240-25-06-000394,"Yanti Sulastri T.","ALAT USAHA",10800000,25,483800,1572000,337000,225000,112000,2246000,0.208,0,Lancar
PMB-240-25-06-000395,"Diana H.","TEMPAT USAHA",2600000,50,58200,288000,62000,41000,21000,412000,0.1585,0,Lancar
PMB-240-25-06-000396,"Ningsih D.","AIR DAN SANITASI",13000000,50,291200,3622000,776000,517000,259000,5174000,0.398,0,Lancar
PMB-240-25-06-000397,"Dewi Rahmawati Z.","JUAL OBAT, JAMU, KOSMETIK, CNI DLL",13800000,25,618200,2299000,493000,328000,164000,3284000,0.238,0,Lancar
PMB-240-25-06-000398,"Eka Wahyuni N.","RENOVASI RUMAH + SANITASI",4400000,50,98600,1149000,246000,164000,82000,1641000,0.373,0,Lancar
PMB-240-25-06-000399,"Tuti K.",WARUNGAN,9000000,25,403200,1140000,244000,163000,81000,1628000,0.1809,0,Lancar
PMB-240-25-06-000400,"Kartika O.","RENOVASI RUMAH",14300000,25,640600,2272000,487000,325000,162000,3246000,0.227,0,Lancar
PMB-240-25-06-000401,"Maimunah A.","JUAL JASA",4700000,50,105300,546000,117000,78000,39000,780000,0.166,0,Lancar
PMB-240-25-06-000402,"Diana I.","AIR DAN SANITASI",13500000,50,302400,3723000,798000,532000,266000,5319000,0.394,0,Lancar
PMB-240-25-06-000403,"Yulianti P.","JUAL KUE",4300000,25,192600,1093000,234000,156000,78000,1561000,0.363,0,Lancar
PMB-240-25-06-000404,"Titin L.","ALAT USAHA",5200000,50,116500,1121000,240000,160000,80000,1601000,0.3079,0,Lancar
PMB-240-25-06-000405,"Mega Utami J.",ETALASE,11500000,50,257600,2785000,597000,398000,199000,3979000,0.346,0,Lancar
PMB-240-25-06-000406,"Dewi Rahmawati R.",ETALASE,12700000,50,284500,1894000,406000,271000,135000,2706000,0.2131,0,Lancar
PMB-240-25-06-000407,"Kartika C.",PERTANIAN,5500000,25,246400,613000,131000,88000,44000,876000,0.1593,0,Lancar
PMB-240-25-06-000408,"Yulianti U.","JUAL PAKAIAN",13500000,25,604800,1919000,411000,274000,137000,2741000,0.203,0,Lancar
PMB-240-25-06-000409,"Wati I.",ETALASE,7200000,25,322600,1981000,425000,283000,142000,2831000,0.3932,0,Lancar
PMB-240-25-06-000410,"Maimunah L.",SANITASI,6800000,25,304600,1047000,224000,150000,75000,1496000,0.22,0,Lancar
PMB-240-25-06-000411,"Kiki K.",ETALASE,12800000,25,573400,2598000,557000,371000,186000,3712000,0.29,0,Lancar
PMB-240-25-06-000412,"Neneng O.","LAIN LAIN INVESTASI",3400000,25,152300,428000,92000,61000,31000,612000,0.18,0,Lancar
PMB-240-25-06-000413,"Lilis J.","RENOVASI RUMAH + SANITASI",3400000,50,76200,510000,109000,73000,36000,728000,0.2141,0,Lancar
PMB-240-25-06-000414,"Fitriani A.","JUAL JASA",9900000,25,443500,2051000,440000,293000,147000,2931000,0.2961,0,Lancar
PMB-240-25-06-000415,"Halimah N.","JUAL JASA",8300000,50,185900,1847000,396000,264000,132000,2639000,0.318,0,Lancar
PMB-240-25-06-000416,"Kiki Y.","AIR DAN SANITASI",6000000,25,268800,1340000,287000,191000,96000,1914000,0.319,0,Lancar
PMB-240-25-06-000417,"Maimunah Z.","RENOVASI RUMAH + SANITASI",8700000,50,194900,1364000,292000,195000,97000,1948000,0.2239,0,Lancar
PMB-240-25-06-000418,"Maimunah X.","JUAL SAYURAN",7200000,25,322600,1320000,283000,189000,94000,1886000,0.2619,0,Lancar
PMB-240-25-06-000419,"Eka Wahyuni U.","SEPEDA LISTRIK",13000000,25,582400,2220000,476000,317000,159000,3172000,0.244,0,Lancar
PMB-240-25-06-000420,"Titin R.",AIR,2900000,25,129900,489000,105000,70000,35000,699000,0.241,0,Lancar
PMB-240-25-06-000421,"Susi P.","LAIN LAIN INVESTASI",6500000,25,291200,742000,159000,106000,53000,1060000,0.1631,0,Lancar
PMB-240-25-06-000422,"Aisyah O.","SEPEDA LISTRIK",4900000,50,109800,545000,117000,78000,39000,779000,0.159,0,Lancar
PMB-240-25-06-000423,"Yulianti I.","TEMPAT USAHA",3000000,25,134400,823000,176000,118000,59000,1176000,0.392,0,Lancar
PMB-240-25-06-000424,"Titin R.","JUAL MAKANAN",9200000,25,412200,2363000,506000,338000,169000,3376000,0.367,0,Lancar
PMB-240-25-06-000425,"Kiki M.","JUAL MAKANAN",13200000,50,295700,3280000,703000,469000,234000,4686000,0.355,0,Lancar
PMB-240-25-06-000426,"Yeni Y.",PERTANIAN,6200000,50,138900,890000,191000,127000,64000,1272000,0.2052,0,Lancar
PMB-240-25-06-000427,"Susi K.","TOILET DAN SEPTITANK",14100000,25,631700,2685000,575000,384000,192000,3836000,0.2721,0,Lancar
PMB-240-25-06-000428,"Rosita V.",WARUNGAN,12500000,25,560000,3255000,698000,465000,233000,4651000,0.3721,0,Lancar
PMB-240-25-06-000429,"Titin X.","JUAL KUE",12100000,50,271000,1322000,283000,189000,94000,1888000,0.156,0,Lancar
PMB-240-25-06-000430,"Ratna Sari L.","JUAL OBAT, JAMU, KOSMETIK, CNI DLL",11900000,25,533100,2491000,534000,356000,178000,3559000,0.2991,0,Lancar
PMB-240-25-06-000431,"Rosita C.","JUAL KUE",5200000,25,233000,1026000,220000,147000,73000,1466000,0.2819,0,Lancar
PMB-240-25-06-000432,"Maimunah X.",SANITASI,13500000,25,604800,3345000,717000,478000,239000,4779000,0.354,0,Lancar
PMB-240-25-06-000433,"Susi D.","MESIN CUCI",3400000,50,76200,716000,153000,102000,51000,1022000,0.3006,0,Lancar
PMB-240-25-06-000434,"Wati R.","TEMPAT USAHA",12200000,50,273300,3168000,679000,453000,226000,4526000,0.371,0,Lancar
PMB-240-25-06-000435,"Lia Z.","JUAL KUE",3200000,50,71700,668000,143000,95000,48000,954000,0.2981,0,Lancar
PMB-240-25-06-000436,"Nur Aini C.","JUAL JASA",11200000,25,501800,2054000,440000,293000,147000,2934000,0.262,0,Lancar
PMB-240-25-06-000437,"Sri Mulyani L.",AIR,2600000,50,58200,664000,142000,95000,47000,948000,0.3646,0,Lancar
PMB-240-25-06-000438,"Kartika S.","JUAL SAYURAN",10600000,25,474900,1721000,369000,246000,123000,2459000,0.232,0,Lancar
PMB-240-25-06-000439,"Rina Rosdiana H.","JUAL PAKAIAN",5500000,50,123200,901000,193000,129000,64000,1287000,0.234,0,Lancar
PMB-240-25-06-000440,"Ika Pertiwi Z.","AIR DAN SANITASI",8500000,25,380800,2344000,502000,335000,167000,3348000,0.3939,0,Lancar
PMB-240-25-06-000441,"Kiki M.","RENOVASI RUMAH",4400000,25,197100,536000,115000,77000,38000,766000,0.1741,0,Lancar
PMB-240-25-06-000442,"Siti Jubaedah L.",SANITASI,3300000,25,147800,774000,166000,111000,55000,1106000,0.3352,0,Lancar
PMB-240-25-06-000443,"Erna K.","WARUNG MAKAN/WARUNG KOPI",2400000,50,53800,440000,94000,63000,31000,628000,0.2617,0,Lancar
PMB-240-25-06-000444,"Diana D.","ALAT USAHA",2200000,25,98600,339000,73000,48000,24000,484000,0.22,0,Lancar
PMB-240-25-06-000445,"Yeni V.","RENOVASI RUMAH + SANITASI",11100000,25,497300,2153000,461000,308000,154000,3076000,0.2771,0,Lancar
PMB-240-25-06-000446,"Eka Wahyuni B.","JUAL IKAN DAN LAINNYA",10600000,25,474900,1387000,297000,198000,99000,1981000,0.1869,0,Lancar
PMB-240-25-06-000447,"Neneng A.",WARUNGAN,6800000,50,152300,1547000,332000,221000,111000,2211000,0.3251,0,Lancar
PMB-240-25-06-000448,"Lilis Y.","TOILET DAN SEPTITANK",2300000,50,51500,491000,105000,70000,35000,701000,0.3048,0,Lancar
PMB-240-25-06-000449,"Eka Wahyuni K.","JUAL IKAN DAN LAINNYA",14500000,25,649600,2375000,509000,339000,170000,3393000,0.234,0,Lancar
PMB-240-25-06-000450,"Ratna Sari H.",TELEVISI,12500000,50,280000,2442000,523000,349000,174000,3488000,0.279,0,Lancar
PMB-240-25-06-000451,"Yulianti Y.",PETERNAKAN,4000000,25,179200,865000,185000,124000,62000,1236000,0.309,0,Lancar
PMB-240-25-06-000452,"Siti Jubaedah V.","SEPEDA LISTRIK",7200000,50,161300,1723000,369000,246000,123000,2461000,0.3418,0,Lancar
PMB-240-25-06-000453,"Rina Rosdiana L.","JUAL OBAT, JAMU, KOSMETIK, CNI DLL",7200000,50,161300,1124000,241000,161000,80000,1606000,0.2231,0,Lancar
PMB-240-25-06-000454,"Kiki N.","TOILET DAN SEPTITANK",11200000,50,250900,2477000,531000,354000,177000,3539000,0.316,0,Lancar
PMB-240-25-06-000455,"Tuti B.",TELEVISI,12600000,50,282200,3343000,716000,478000,239000,4776000,0.379,0,Lancar
PMB-240-25-06-000456,"Mega Utami S.","RENOVASI RUMAH",3000000,25,134400,485000,104000,69000,35000,693000,0.231,0,Lancar
PMB-240-25-06-000457,"Lia Y.","JUAL ALAT RUMAH TANGGA",11500000,25,515200,2166000,464000,309000,155000,3094000,0.269,0,Lancar
PMB-240-25-06-000458,"Aisyah T.","JUAL IKAN DAN LAINNYA",2300000,50,51500,508000,109000,73000,36000,726000,0.3157,0,Lancar
PMB-240-25-06-000459,"Fitriani Z.","TEMPAT USAHA",8000000,50,179200,890000,191000,127000,64000,1272000,0.159,0,Lancar
PMB-240-25-06-000460,"Mia E.","MESIN CUCI",3500000,25,156800,385000,83000,55000,28000,551000,0.1574,0,Lancar
PMB-240-25-06-000461,"Rina Rosdiana F.","JUAL ALAT RUMAH TANGGA",5000000,25,224000,1036000,222000,148000,74000,1480000,0.296,0,Lancar
PMB-240-25-06-000462,"Lia B.","TEMPAT USAHA",10700000,25,479400,2607000,559000,372000,186000,3724000,0.348,0,Lancar
PMB-240-25-06-000463,"Rosita O.","ALAT USAHA",12900000,50,289000,1887000,404000,270000,135000,2696000,0.209,0,Lancar
PMB-240-25-06-000464,"Lia D.","JUAL MAKANAN",2400000,50,53800,489000,105000,70000,35000,699000,0.2913,0,Lancar
PMB-240-25-06-000465,"Yanti Sulastri G.",KERAJINAN,6400000,25,286700,1295000,278000,185000,93000,1851000,0.2892,0,Lancar
PMB-240-25-06-000466,"Tuti W.","JUAL IKAN DAN LAINNYA",7900000,50,177000,2190000,469000,313000,156000,3128000,0.3959,0,Lancar
PMB-240-25-06-000467,"Mia A.",SANITASI,11500000,50,257600,1651000,354000,236000,118000,2359000,0.2051,0,Lancar
PMB-240-25-06-000468,"Tuti J.","TEMPAT USAHA",5800000,50,129900,771000,165000,110000,55000,1101000,0.1898,0,Lancar
PMB-240-25-06-000469,"Lia A.","AIR DAN SANITASI",5300000,50,118700,1458000,312000,208000,104000,2082000,0.3928,0,Lancar
PMB-240-25-06-000470,"Fitriani T.","LAIN LAIN INVESTASI",4500000,50,100800,476000,102000,68000,34000,680000,0.1511,0,Lancar
PMB-240-25-06-000471,"Titin U.",SANITASI,14800000,25,663000,1968000,422000,281000,141000,2812000,0.19,0,Lancar
PMB-240-25-06-000472,"Rina Rosdiana F.","MESIN CUCI",4100000,25,183700,869000,186000,124000,62000,1241000,0.3027,0,Lancar
PMB-240-25-06-000473,"Sri Mulyani U.","JUAL IKAN DAN LAINNYA",3000000,50,67200,489000,105000,70000,35000,699000,0.233,0,Lancar
PMB-240-25-06-000474,"Ika Pertiwi I.","JUAL JASA",10200000,50,228500,2570000,551000,367000,184000,3672000,0.36,0,Lancar
PMB-240-25-06-000475,"Fitriani Q.","MESIN CUCI",11900000,25,533100,1549000,332000,221000,111000,2213000,0.186,0,Lancar
PMB-240-25-06-000476,"Aisyah O.","RENOVASI RUMAH",12500000,50,280000,2179000,467000,311000,156000,3113000,0.249,0,Lancar
PMB-240-25-06-000477,"Kartika Z.","ALAT USAHA",10900000,25,488300,1877000,402000,268000,134000,2681000,0.246,0,Lancar
PMB-240-25-06-000478,"Yanti Sulastri N.",SANITASI,7000000,25,313600,760000,163000,109000,54000,1086000,0.1551,0,Lancar
PMB-240-25-06-000479,"Tuti E.","ALAT USAHA",8100000,25,362900,1355000,290000,194000,97000,1936000,0.239,0,Lancar
PMB-240-25-06-000480,"Diana H.","AIR DAN SANITASI",11000000,50,246400,1979000,424000,283000,141000,2827000,0.257,0,Lancar
PMB-240-25-06-000481,"Sri Mulyani S.","LAIN LAIN INVESTASI",11600000,50,259800,1714000,367000,245000,122000,2448000,0.211,0,Lancar
PMB-240-25-06-000482,"Rosita N.","WARUNG MAKAN/WARUNG KOPI",8900000,25,398700,2112000,453000,302000,151000,3018000,0.3391,0,Lancar
PMB-240-25-06-000483,"Siti Jubaedah V.","AIR DAN SANITASI",5900000,50,132200,995000,213000,142000,71000,1421000,0.2408,0,Lancar
PMB-240-25-06-000484,"Sri Mulyani F.",TELEVISI,6700000,50,150100,1829000,392000,261000,131000,2613000,0.39,0,Lancar
PMB-240-25-06-000485,"Siti Jubaedah D.","MESIN CUCI",2900000,50,65000,585000,125000,84000,42000,836000,0.2883,0,Lancar
PMB-240-25-06-000486,"Lilis E.",SANITASI,2200000,25,98600,362000,78000,52000,26000,518000,0.2355,0,Lancar
PMB-240-25-06-000487,"Yanti Sulastri I.",PERTANIAN,5800000,25,259800,1462000,313000,209000,104000,2088000,0.36,0,Lancar
PMB-240-25-06-000488,"Yanti Sulastri Y.","JUAL MAKANAN",4800000,50,107500,823000,176000,118000,59000,1176000,0.245,0,Lancar
PMB-240-25-06-000489,"Fitriani Y.","JUAL KUE",4900000,25,219500,1094000,234000,156000,78000,1562000,0.3188,0,Lancar
PMB-240-25-06-000490,"Titin N.","JUAL IKAN DAN LAINNYA",3700000,50,82900,847000,182000,121000,61000,1211000,0.3273,0,Lancar
PMB-240-25-06-000491,"Maimunah L.","JUAL SAYURAN",2400000,50,53800,252000,54000,36000,18000,360000,0.15,0,Lancar
PMB-240-25-06-000492,"Kiki V.",SANITASI,11900000,25,533100,2232000,478000,319000,159000,3188000,0.2679,0,Lancar
PMB-240-25-06-000493,"Aisyah L.","ALAT USAHA",11800000,50,264300,2668000,572000,381000,191000,3812000,0.3231,0,Lancar
PMB-240-25-06-000494,"Titin D.",PERTANIAN,12100000,25,542100,2905000,623000,415000,208000,4151000,0.3431,0,Lancar
PMB-240-25-06-000495,"Wati S.","SEPEDA LISTRIK",8000000,25,358400,1254000,269000,179000,90000,1792000,0.224,0,Lancar
PMB-240-25-06-000496,"Maimunah G.","RENOVASI RUMAH + SANITASI",11800000,50,264300,3039000,651000,434000,217000,4341000,0.3679,0,Lancar
PMB-240-25-06-000497,"Erna O.","MESIN CUCI",4200000,50,94100,667000,143000,95000,48000,953000,0.2269,0,Lancar
PMB-240-25-06-000498,"Yanti Sulastri J.","ALAT USAHA",12900000,25,577900,2248000,482000,321000,161000,3212000,0.249,0,Lancar
PMB-240-25-06-000499,"Ningsih J.","LAIN LAIN INVESTASI",4600000,25,206100,799000,171000,114000,57000,1141000,0.248,0,Lancar
PMB-240-25-06-000500,"Titin A.","TOILET DAN SEPTITANK",12100000,25,542100,2787000,597000,398000,199000,3981000,0.329,0,Lancar
PMB-240-25-06-000501,"Mia M.","JUAL IKAN DAN LAINNYA",13700000,50,306900,2589000,555000,370000,185000,3699000,0.27,0,Lancar
PMB-240-25-06-000502,"Lia L.","JUAL JASA",9100000,25,407700,2510000,538000,359000,179000,3586000,0.3941,0,Lancar
PMB-240-25-06-000503,"Lia T.","AIR DAN SANITASI",14400000,50,322600,2298000,492000,328000,164000,3282000,0.2279,0,Lancar
PMB-240-25-06-000504,"Dewi Rahmawati O.","JUAL KUE",3500000,25,156800,735000,158000,105000,53000,1051000,0.3003,0,Lancar
PMB-240-25-06-000505,"Titin Z.","MESIN CUCI",6200000,50,138900,1693000,363000,242000,121000,2419000,0.3902,0,Lancar
PMB-240-25-06-000506,"Nur Aini N.",PERTANIAN,7000000,25,313600,769000,165000,110000,55000,1099000,0.157,0,Lancar
PMB-240-25-06-000507,"Halimah H.","JUAL OBAT, JAMU, KOSMETIK, CNI DLL",11700000,50,262100,2465000,528000,352000,176000,3521000,0.3009,0,Lancar
PMB-240-25-06-000508,"Siti Jubaedah M.","JUAL KUE",14200000,25,636200,1898000,407000,271000,136000,2712000,0.191,0,Lancar
PMB-240-25-06-000509,"Maimunah F.","JUAL SAYURAN",2000000,50,44800,379000,81000,54000,27000,541000,0.2705,0,Lancar
PMB-240-25-06-000510,"Susi I.",PERTANIAN,11600000,50,259800,1575000,338000,225000,113000,2251000,0.1941,0,Lancar
PMB-240-25-06-000511,"Dewi Rahmawati U.",SANITASI,13600000,50,304600,1761000,377000,252000,126000,2516000,0.185,0,Lancar
PMB-240-25-06-000512,"Yulianti U.",SANITASI,7700000,25,345000,1294000,277000,185000,92000,1848000,0.24,0,Lancar
PMB-240-25-06-000513,"Maimunah W.","AIR DAN SANITASI",8300000,25,371800,2097000,449000,300000,150000,2996000,0.361,0,Lancar
PMB-240-25-06-000514,"Erna O.",KERAJINAN,3600000,50,80600,1003000,215000,143000,72000,1433000,0.3981,0,Lancar
PMB-240-25-06-000515,"Yulianti W.","JUAL PAKAIAN",10500000,25,470400,1441000,309000,206000,103000,2059000,0.1961,0,Lancar
PMB-240-25-06-000516,"Yeni V.",SANITASI,13800000,50,309100,3516000,753000,502000,251000,5022000,0.3639,0,Lancar
PMB-240-25-06-000517,"Mega Utami L.","TOILET DAN SEPTITANK",14300000,50,320300,2953000,633000,422000,211000,4219000,0.295,0,Lancar
PMB-240-25-06-000518,"Ika Pertiwi V.","TOILET DAN SEPTITANK",13000000,50,291200,3431000,735000,490000,245000,4901000,0.377,0,Lancar
PMB-240-25-06-000519,"Tuti O.","JUAL JASA",7000000,50,156800,1367000,293000,195000,98000,1953000,0.279,0,Lancar
PMB-240-25-06-000520,"Kartika X.",WARUNGAN,4400000,25,197100,622000,133000,89000,44000,888000,0.2018,0,Lancar
PMB-240-25-06-000521,"Diana S.","JUAL SAYURAN",14600000,50,327000,1635000,350000,234000,117000,2336000,0.16,0,Lancar
PMB-240-25-06-000522,"Yulianti A.","WARUNG MAKAN/WARUNG KOPI",10000000,50,224000,1526000,327000,218000,109000,2180000,0.218,0,Lancar
PMB-240-25-06-000523,"Tuti W.","JUAL IKAN DAN LAINNYA",14500000,50,324800,2386000,511000,341000,170000,3408000,0.235,0,Lancar
PMB-240-25-06-000524,"Endang Sri O.",SANITASI,8500000,25,380800,1613000,346000,230000,115000,2304000,0.2711,0,Lancar
PMB-240-25-06-000525,"Susi T.",WARUNGAN,7400000,25,331500,1798000,385000,257000,128000,2568000,0.347,0,Lancar
PMB-240-25-06-000526,"Ika Pertiwi W.","JUAL JASA",11900000,25,533100,2841000,609000,406000,203000,4059000,0.3411,0,Lancar
PMB-240-25-06-000527,"Fitriani H.",KERAJINAN,2300000,50,51500,340000,73000,49000,24000,486000,0.2113,0,Lancar
PMB-240-25-06-000528,"Endang Sri D.",PERTANIAN,5100000,25,228500,1164000,249000,166000,83000,1662000,0.3259,0,Lancar
PMB-240-25-06-000529,"Yulianti H.","AIR DAN SANITASI",8800000,25,394200,1472000,315000,210000,105000,2102000,0.2389,0,Lancar
PMB-240-25-06-000530,"Tuti W.","JUAL SAYURAN",7200000,25,322600,1315000,282000,188000,94000,1879000,0.261,0,Lancar
PMB-240-25-06-000531,"Halimah Q.","JUAL ALAT RUMAH TANGGA",2200000,50,49300,253000,54000,36000,18000,361000,0.1641,0,Lancar
PMB-240-25-06-000532,"Rina Rosdiana G.",AIR,5900000,50,132200,1429000,306000,204000,102000,2041000,0.3459,0,Lancar
PMB-240-25-06-000533,"Kiki P.",ETALASE,5200000,25,233000,1026000,220000,147000,73000,1466000,0.2819,0,Lancar
PMB-240-25-06-000534,"Rosita Z.","RENOVASI RUMAH + SANITASI",12900000,50,289000,3413000,731000,488000,244000,4876000,0.378,0,Lancar
PMB-240-25-06-000535,"Titin D.","JUAL OBAT, JAMU, KOSMETIK, CNI DLL",14200000,25,636200,2753000,590000,393000,197000,3933000,0.277,0,Lancar
PMB-240-25-06-000536,"Eka Wahyuni M.","JUAL KUE",11600000,25,519700,2079000,446000,297000,149000,2971000,0.2561,0,Lancar
PMB-240-25-06-000537,"Yulianti M.","WARUNG MAKAN/WARUNG KOPI",12100000,50,271000,2321000,497000,332000,166000,3316000,0.274,0,Lancar
PMB-240-25-06-000538,"Endang Sri R.",PETERNAKAN,14800000,50,331500,2745000,588000,392000,196000,3921000,0.2649,0,Lancar
PMB-240-25-06-000539,"Ika Pertiwi O.","JUAL JASA",10500000,50,235200,2610000,559000,373000,186000,3728000,0.355,0,Lancar
PMB-240-25-06-000540,"Ratna Sari W.","AIR DAN SANITASI",6300000,50,141100,1138000,244000,163000,81000,1626000,0.2581,0,Lancar
PMB-240-25-06-000541,"Susi M.",PERTANIAN,13300000,50,297900,1471000,315000,210000,105000,2101000,0.158,0,Lancar
PMB-240-25-06-000542,"Mega Utami F.","JUAL KUE",2400000,50,53800,509000,109000,73000,36000,727000,0.3029,0,Lancar
PMB-240-25-06-000543,"Nur Aini V.","JUAL PAKAIAN",11000000,25,492800,2618000,561000,374000,187000,3740000,0.34,0,Lancar
PMB-240-25-06-000544,"Neneng Y.","RENOVASI RUMAH + SANITASI",14500000,50,324800,3979000,853000,568000,284000,5684000,0.392,0,Lancar
PMB-240-25-06-000545,"Diana L.",TELEVISI,12000000,25,537600,2327000,499000,332000,166000,3324000,0.277,0,Lancar
PMB-240-25-06-000546,"Susi X.",PERTANIAN,11600000,50,259800,1453000,311000,208000,104000,2076000,0.179,0,Lancar
PMB-240-25-06-000547,"Kartika K.","JUAL SAYURAN",6100000,50,136600,1375000,295000,196000,98000,1964000,0.322,0,Lancar
PMB-240-25-06-000548,"Fitriani U.","ALAT USAHA",9400000,25,421100,1224000,262000,175000,87000,1748000,0.186,0,Lancar
PMB-240-25-06-000549,"Kiki F.","LAIN LAIN INVESTASI",6100000,50,136600,1106000,237000,158000,79000,1580000,0.259,0,Lancar
PMB-240-25-06-000550,"Kiki V.","RENOVASI RUMAH",14600000,50,327000,2780000,596000,397000,199000,3972000,0.2721,0,Lancar
PMB-240-25-06-000551,"Ningsih W.",KERAJINAN,9100000,25,407700,2517000,539000,360000,180000,3596000,0.3952,0,Lancar
PMB-240-25-06-000552,"Halimah Z.","JUAL IKAN DAN LAINNYA",9000000,50,201600,1443000,309000,206000,103000,2061000,0.229,0,Lancar
PMB-240-25-06-000553,"Siti Jubaedah A.","SEPEDA LISTRIK",14100000,25,631700,3899000,836000,557000,279000,5571000,0.3951,0,Lancar
PMB-240-25-06-000554,"Mega Utami A.",PERTANIAN,3100000,25,138900,708000,152000,101000,51000,1012000,0.3265,0,Lancar
PMB-240-25-06-000555,"Yulianti I.","JUAL MAKANAN",9100000,25,407700,968000,207000,138000,69000,1382000,0.1519,0,Lancar
PMB-240-25-06-000556,"Dewi Rahmawati W.","JUAL SAYURAN",10700000,25,479400,1520000,326000,217000,109000,2172000,0.203,0,Lancar
PMB-240-25-06-000557,"Ika Pertiwi O.","MESIN CUCI",9500000,25,425600,2540000,544000,363000,181000,3628000,0.3819,0,Lancar
PMB-240-25-06-000558,"Susi X.","TEMPAT USAHA",14200000,50,318100,3697000,792000,528000,264000,5281000,0.3719,0,Lancar
PMB-240-25-06-000559,"Neneng C.","JUAL OBAT, JAMU, KOSMETIK, CNI DLL",3900000,50,87400,988000,212000,141000,71000,1412000,0.3621,0,Lancar
PMB-240-25-06-000560,"Ningsih L.","RENOVASI RUMAH",7400000,25,331500,2051000,440000,293000,147000,2931000,0.3961,0,Lancar
PMB-240-25-06-000561,"Ningsih F.","LAIN LAIN INVESTASI",4200000,25,188200,564000,121000,81000,40000,806000,0.1919,0,Lancar
PMB-240-25-06-000562,"Rosita E.","AIR DAN SANITASI",9100000,50,203800,1950000,418000,279000,139000,2786000,0.3062,0,Lancar
PMB-240-25-06-000563,"Sri Mulyani J.","JUAL OBAT, JAMU, KOSMETIK, CNI DLL",6200000,50,138900,1180000,253000,169000,84000,1686000,0.2719,0,Lancar
PMB-240-25-06-000564,"Ratna Sari P.","TOILET DAN SEPTITANK",12400000,50,277800,2882000,618000,412000,206000,4118000,0.3321,0,Lancar
PMB-240-25-06-000565,"Rina Rosdiana X.",PETERNAKAN,6200000,25,277800,1446000,310000,207000,103000,2066000,0.3332,0,Lancar
PMB-240-25-06-000566,"Diana E.","TEMPAT USAHA",3300000,50,73900,769000,165000,110000,55000,1099000,0.333,0,Lancar
PMB-240-25-06-000567,"Siti Jubaedah T.",WARUNGAN,2600000,50,58200,333000,71000,48000,24000,476000,0.1831,0,Lancar
PMB-240-25-06-000568,"Ningsih N.","JUAL JASA",3700000,50,82900,852000,183000,122000,61000,1218000,0.3292,0,Lancar
PMB-240-25-06-000569,"Ningsih W.","WARUNG MAKAN/WARUNG KOPI",10400000,50,233000,2395000,513000,342000,171000,3421000,0.3289,0,Lancar
PMB-240-25-06-000570,"Diana I.","JUAL MAKANAN",11800000,50,264300,3015000,646000,431000,215000,4307000,0.365,0,Lancar
